,SNo,Description,pathalias,geo_is_public,o_width,url_s,place_id,url_sq,media_status,longitude,o_height,owner,width_sq,id,height_t,url_t,title,woeid,views,geo_is_friend,geo_is_contact,datetaken,farm,secret,latitude,accuracy,isfamily,machine_tags,media,height_sq,tags,isfriend,datetakengranularity,datetakenunknown,geo_is_family,dateupload,width_n,width_o,width_l,width_m,url_z,license,height_c,height_l,height_m,height_n,ispublic,height_o,width_c,url_q,server,url_o,url_n,url_m,url_l,width_z,height_q,context,height_s,width_t,url_c,width_s,height_z,width_q
505,505.0,"In pensive mood yesterday evening, Wednesday 26th October 2016.",mo29,1,,https://farm6.staticflickr.com/5489/29964624703_5d6931607c_m.jpg,,https://farm6.staticflickr.com/5489/29964624703_5d6931607c_s.jpg,ready,-10.898437,,27172414@N08,75,29964624703,67,https://farm6.staticflickr.com/5489/29964624703_5d6931607c_t.jpg,Jeremy,,0,0,0,2016-10-26 16:31:09,6,5d6931607c,32.842673,1,0,,photo,75,,0,0,0,0,1477572357,320,4272,1024,500,https://farm6.staticflickr.com/5489/29964624703_5d6931607c_z.jpg,0,534,683,333,213,1,2848,800,https://farm6.staticflickr.com/5489/29964624703_5d6931607c_q.jpg,5489,https://farm6.staticflickr.com/5489/29964624703_598ab6cc34_o.jpg,https://farm6.staticflickr.com/5489/29964624703_5d6931607c_n.jpg,https://farm6.staticflickr.com/5489/29964624703_5d6931607c.jpg,https://farm6.staticflickr.com/5489/29964624703_5d6931607c_b.jpg,640,150,0,160,100,https://farm6.staticflickr.com/5489/29964624703_5d6931607c_c.jpg,240,427,150
506,506.0,,trphoto,1,,https://farm6.staticflickr.com/5791/30481587652_5b53436e53_m.jpg,BQ6lUwtUVb.OFg,https://farm6.staticflickr.com/5791/30481587652_5b53436e53_s.jpg,ready,-88.529247,,87822562@N00,75,30481587652,100,https://farm6.staticflickr.com/5791/30481587652_5b53436e53_t.jpg,Jabiru stork landing at nest. I camped overnight at the nest (about 100m away) in order to be there at first light and not disturbed them. With a 400mm lens I was rewarded with this and many other shots. #Belize #CrookedTree #CTWS #birds #ThisIsYourBelize,57568,0,0,0,2016-10-27 06:45:54,6,5b53436e53,17.768952,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477572354,320,,750,500,https://farm6.staticflickr.com/5791/30481587652_5b53436e53_z.jpg,0,,750,500,320,1,,,https://farm6.staticflickr.com/5791/30481587652_5b53436e53_q.jpg,5791,,https://farm6.staticflickr.com/5791/30481587652_5b53436e53_n.jpg,https://farm6.staticflickr.com/5791/30481587652_5b53436e53.jpg,https://farm6.staticflickr.com/5791/30481587652_5b53436e53_b.jpg,640,150,0,240,100,,240,640,150
507,507.0,,,1,,https://farm6.staticflickr.com/5653/29964623013_2a9bcf2c95_m.jpg,Gq9wL6BTWr8EDkD0TA,https://farm6.staticflickr.com/5653/29964623013_2a9bcf2c95_s.jpg,ready,139.800402,,79244355@N03,75,29964623013,67,https://farm6.staticflickr.com/5653/29964623013_2a9bcf2c95_t.jpg,upload,28527911,0,0,0,2016-10-27 20:45:53,6,2a9bcf2c95,35.677823,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram lofi,0,0,1,0,1477572353,320,1080,1024,500,https://farm6.staticflickr.com/5653/29964623013_2a9bcf2c95_z.jpg,0,534,683,333,213,1,720,800,https://farm6.staticflickr.com/5653/29964623013_2a9bcf2c95_q.jpg,5653,https://farm6.staticflickr.com/5653/29964623013_5f0614b882_o.jpg,https://farm6.staticflickr.com/5653/29964623013_2a9bcf2c95_n.jpg,https://farm6.staticflickr.com/5653/29964623013_2a9bcf2c95.jpg,https://farm6.staticflickr.com/5653/29964623013_2a9bcf2c95_b.jpg,640,150,0,160,100,https://farm6.staticflickr.com/5653/29964623013_2a9bcf2c95_c.jpg,240,427,150
508,508.0,,,1,,https://farm6.staticflickr.com/5447/30561819186_172e17044e_m.jpg,yVLxb0tUVLpnvgkbjg,https://farm6.staticflickr.com/5447/30561819186_172e17044e_s.jpg,ready,117.882458,,106299496@N08,75,30561819186,100,https://farm6.staticflickr.com/5447/30561819186_172e17044e_t.jpg,Rindunya.... My Faberet Sambal Udang Petai... 😭,56016168,0,0,0,2016-10-27 05:45:41,6,172e17044e,4.274088,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477572341,320,1080,1024,500,https://farm6.staticflickr.com/5447/30561819186_172e17044e_z.jpg,0,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5447/30561819186_172e17044e_q.jpg,5447,https://farm6.staticflickr.com/5447/30561819186_cec1a1f43e_o.jpg,https://farm6.staticflickr.com/5447/30561819186_172e17044e_n.jpg,https://farm6.staticflickr.com/5447/30561819186_172e17044e.jpg,https://farm6.staticflickr.com/5447/30561819186_172e17044e_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5447/30561819186_172e17044e_c.jpg,240,640,150
509,509.0,Grafitti,,1,4000,https://farm9.staticflickr.com/8649/30481582492_ee77640977_m.jpg,wgs.6yJTVruGYA,https://farm9.staticflickr.com/8649/30481582492_ee77640977_s.jpg,ready,-2.245577,3000,25998506@N05,75,30481582492,75,https://farm9.staticflickr.com/8649/30481582492_ee77640977_t.jpg,DSCN4289,24105,0,0,0,2016-10-27 12:26:02,9,ee77640977,53.471317,16,0,,photo,75,,0,0,0,0,1477572350,320,4000,1024,500,https://farm9.staticflickr.com/8649/30481582492_ee77640977_z.jpg,0,600,768,375,240,1,3000,800,https://farm9.staticflickr.com/8649/30481582492_ee77640977_q.jpg,8649,https://farm9.staticflickr.com/8649/30481582492_4b08c72070_o.jpg,https://farm9.staticflickr.com/8649/30481582492_ee77640977_n.jpg,https://farm9.staticflickr.com/8649/30481582492_ee77640977.jpg,https://farm9.staticflickr.com/8649/30481582492_ee77640977_b.jpg,640,150,0,180,100,https://farm9.staticflickr.com/8649/30481582492_ee77640977_c.jpg,240,480,150
510,510.0,,,1,,https://farm6.staticflickr.com/5332/30598505085_4521ac3548_m.jpg,uK4z7WhYUruDbt6kQw,https://farm6.staticflickr.com/5332/30598505085_4521ac3548_s.jpg,ready,13.038157,,92092123@N06,75,30598505085,100,https://farm6.staticflickr.com/5332/30598505085_4521ac3548_t.jpg,#me,90104514,0,0,0,2016-10-27 05:45:23,6,4521ac3548,38.157796,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram clarendon,0,0,1,0,1477572323,256,750,750,400,https://farm6.staticflickr.com/5332/30598505085_4521ac3548_z.jpg,0,800,938,500,320,1,938,640,https://farm6.staticflickr.com/5332/30598505085_4521ac3548_q.jpg,5332,https://farm6.staticflickr.com/5332/30598505085_4fdf804bac_o.jpg,https://farm6.staticflickr.com/5332/30598505085_4521ac3548_n.jpg,https://farm6.staticflickr.com/5332/30598505085_4521ac3548.jpg,https://farm6.staticflickr.com/5332/30598505085_4521ac3548_b.jpg,512,150,0,240,80,https://farm6.staticflickr.com/5332/30598505085_4521ac3548_c.jpg,192,640,150
511,511.0,Lunchtime,,1,4000,https://farm6.staticflickr.com/5657/29964609073_e973517229_m.jpg,wgs.6yJTVruGYA,https://farm6.staticflickr.com/5657/29964609073_e973517229_s.jpg,ready,-2.245577,3000,25998506@N05,75,29964609073,75,https://farm6.staticflickr.com/5657/29964609073_e973517229_t.jpg,DSCN4291,24105,0,0,0,2016-10-27 12:27:04,6,e973517229,53.471317,16,0,,photo,75,,0,0,0,0,1477572352,320,4000,1024,500,https://farm6.staticflickr.com/5657/29964609073_e973517229_z.jpg,0,600,768,375,240,1,3000,800,https://farm6.staticflickr.com/5657/29964609073_e973517229_q.jpg,5657,https://farm6.staticflickr.com/5657/29964609073_84acf74fb7_o.jpg,https://farm6.staticflickr.com/5657/29964609073_e973517229_n.jpg,https://farm6.staticflickr.com/5657/29964609073_e973517229.jpg,https://farm6.staticflickr.com/5657/29964609073_e973517229_b.jpg,640,150,0,180,100,https://farm6.staticflickr.com/5657/29964609073_e973517229_c.jpg,240,480,150
512,512.0,,,1,,https://farm6.staticflickr.com/5566/29966410714_cfb606e6a3_m.jpg,QpLgVrNQULwm8GVPNw,https://farm6.staticflickr.com/5566/29966410714_cfb606e6a3_s.jpg,ready,14.057713,,135259968@N03,75,29966410714,72,https://farm6.staticflickr.com/5566/29966410714_cfb606e6a3_t.jpg,Città Sant'Angelo #04,12678698,7,0,0,2016-08-26 20:16:25,6,cfb606e6a3,42.517088,16,0,,photo,75,,0,0,0,0,1477572342,320,2260,1024,500,https://farm6.staticflickr.com/5566/29966410714_cfb606e6a3_z.jpg,0,575,736,359,230,1,1625,800,https://farm6.staticflickr.com/5566/29966410714_cfb606e6a3_q.jpg,5566,https://farm6.staticflickr.com/5566/29966410714_8282a0db60_o.jpg,https://farm6.staticflickr.com/5566/29966410714_cfb606e6a3_n.jpg,https://farm6.staticflickr.com/5566/29966410714_cfb606e6a3.jpg,https://farm6.staticflickr.com/5566/29966410714_cfb606e6a3_b.jpg,640,150,0,172,100,https://farm6.staticflickr.com/5566/29966410714_cfb606e6a3_c.jpg,240,460,150
513,513.0,,headphonaught,1,1080,https://farm9.staticflickr.com/8670/30481577332_f951b53864_m.jpg,b_uczS5TUrqRUcSZ3A,https://farm9.staticflickr.com/8670/30481577332_f951b53864_s.jpg,ready,-4.253699,1080,82684581@N00,75,30481577332,100,https://farm9.staticflickr.com/8670/30481577332_f951b53864_t.jpg,2016-10-27 Siobhan with Lady P,20094271,0,0,0,2016-10-27 13:45:14,9,f951b53864,55.859237,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram gingham,0,0,1,0,1477572314,320,1080,1024,500,https://farm9.staticflickr.com/8670/30481577332_f951b53864_z.jpg,3,800,1024,500,320,1,1080,800,https://farm9.staticflickr.com/8670/30481577332_f951b53864_q.jpg,8670,https://farm9.staticflickr.com/8670/30481577332_5b91321d3b_o.jpg,https://farm9.staticflickr.com/8670/30481577332_f951b53864_n.jpg,https://farm9.staticflickr.com/8670/30481577332_f951b53864.jpg,https://farm9.staticflickr.com/8670/30481577332_f951b53864_b.jpg,640,150,0,240,100,https://farm9.staticflickr.com/8670/30481577332_f951b53864_c.jpg,240,640,150
514,514.0,,nans0410,1,,https://farm6.staticflickr.com/5484/30561813316_d2fab55b8a_m.jpg,BcU5Y5NTWr0J.iEhgw,https://farm6.staticflickr.com/5484/30561813316_d2fab55b8a_s.jpg,ready,121.349937,,37163086@N08,75,30561813316,67,https://farm6.staticflickr.com/5484/30561813316_d2fab55b8a_t.jpg,黃昏曲(DSC_3651),28756322,45,0,0,2016-10-01 17:33:38,6,d2fab55b8a,25.126927,15,0,,photo,75,taiwan newtaipeicity bali sunset cloud sky outdoors scenery hightway westcoast 台灣 新北市 八里區 瑞平國小 西濱公路 夕陽 黃昏,0,0,0,0,1477572320,320,,1024,500,https://farm6.staticflickr.com/5484/30561813316_d2fab55b8a_z.jpg,0,534,683,333,213,1,,800,https://farm6.staticflickr.com/5484/30561813316_d2fab55b8a_q.jpg,5484,,https://farm6.staticflickr.com/5484/30561813316_d2fab55b8a_n.jpg,https://farm6.staticflickr.com/5484/30561813316_d2fab55b8a.jpg,https://farm6.staticflickr.com/5484/30561813316_d2fab55b8a_b.jpg,640,150,0,160,100,https://farm6.staticflickr.com/5484/30561813316_d2fab55b8a_c.jpg,240,427,150
515,515.0,,lukasvonincher,1,,https://farm6.staticflickr.com/5690/30298692190_57503eb7b1_m.jpg,WpdXKhJWVb_IrBc,https://farm6.staticflickr.com/5690/30298692190_57503eb7b1_s.jpg,ready,-3.534414,,53021436@N04,75,30298692190,75,https://farm6.staticflickr.com/5690/30298692190_57503eb7b1_t.jpg,The outfits,775789,0,0,0,2016-10-27 14:17:54,6,57503eb7b1,40.826516,16,0,,photo,75,doll blythe poppy barbie silkstone clone diorama parker,0,0,0,0,1477572306,320,4608,1024,500,https://farm6.staticflickr.com/5690/30298692190_57503eb7b1_z.jpg,0,600,768,375,240,1,3456,800,https://farm6.staticflickr.com/5690/30298692190_57503eb7b1_q.jpg,5690,https://farm6.staticflickr.com/5690/30298692190_2684a8fa68_o.jpg,https://farm6.staticflickr.com/5690/30298692190_57503eb7b1_n.jpg,https://farm6.staticflickr.com/5690/30298692190_57503eb7b1.jpg,https://farm6.staticflickr.com/5690/30298692190_57503eb7b1_b.jpg,640,150,0,180,100,https://farm6.staticflickr.com/5690/30298692190_57503eb7b1_c.jpg,240,480,150
516,516.0,,,1,,https://farm6.staticflickr.com/5469/30298691940_41ebcd49dd_m.jpg,QpLgVrNQULwm8GVPNw,https://farm6.staticflickr.com/5469/30298691940_41ebcd49dd_s.jpg,ready,14.059486,,135259968@N03,75,30298691940,63,https://farm6.staticflickr.com/5469/30298691940_41ebcd49dd_t.jpg,Città Sant'Angelo #03,12678698,11,0,0,2016-08-26 19:59:02,6,41ebcd49dd,42.518391,16,0,,photo,75,,0,0,0,0,1477572341,320,4113,1024,500,https://farm6.staticflickr.com/5469/30298691940_41ebcd49dd_z.jpg,0,503,644,314,201,1,2586,800,https://farm6.staticflickr.com/5469/30298691940_41ebcd49dd_q.jpg,5469,https://farm6.staticflickr.com/5469/30298691940_746e19043c_o.jpg,https://farm6.staticflickr.com/5469/30298691940_41ebcd49dd_n.jpg,https://farm6.staticflickr.com/5469/30298691940_41ebcd49dd.jpg,https://farm6.staticflickr.com/5469/30298691940_41ebcd49dd_b.jpg,640,150,0,151,100,https://farm6.staticflickr.com/5469/30298691940_41ebcd49dd_c.jpg,240,403,150
517,517.0,,teflography,1,,https://farm9.staticflickr.com/8645/29966403734_1380e34f9d_m.jpg,.skCPTpTVr.Q3WKW,https://farm9.staticflickr.com/8645/29966403734_1380e34f9d_s.jpg,ready,-74.044169,,64816779@N08,75,29966403734,100,https://farm9.staticflickr.com/8645/29966403734_1380e34f9d_t.jpg,Verrazano Bridge,2459115,0,0,0,2016-08-25 10:38:52,9,1380e34f9d,40.606799,16,0,,photo,75,,0,0,0,0,1477572294,213,4000,681,333,https://farm9.staticflickr.com/8645/29966403734_1380e34f9d_z.jpg,0,800,1024,500,320,1,6016,532,https://farm9.staticflickr.com/8645/29966403734_1380e34f9d_q.jpg,8645,https://farm9.staticflickr.com/8645/29966403734_8559baa8c3_o.jpg,https://farm9.staticflickr.com/8645/29966403734_1380e34f9d_n.jpg,https://farm9.staticflickr.com/8645/29966403734_1380e34f9d.jpg,https://farm9.staticflickr.com/8645/29966403734_1380e34f9d_b.jpg,426,150,0,240,67,https://farm9.staticflickr.com/8645/29966403734_1380e34f9d_c.jpg,160,640,150
518,518.0,,kallesuomi,1,,https://farm6.staticflickr.com/5468/29966402514_f6b6fd35d6_m.jpg,Ft93z69QULgvkCYw,https://farm6.staticflickr.com/5468/29966402514_f6b6fd35d6_s.jpg,ready,102.367000,,16428843@N05,75,29966402514,100,https://farm6.staticflickr.com/5468/29966402514_f6b6fd35d6_t.jpg,Oli saltando desde el barco ☀️🌴👶⛴ #bankokhlum #kohchang #tailandia,1225925,0,0,0,2016-10-27 08:14:50,6,f6b6fd35d6,11.916700,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram clarendon,0,0,1,0,1477572290,320,1080,1024,500,https://farm6.staticflickr.com/5468/29966402514_f6b6fd35d6_z.jpg,0,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5468/29966402514_f6b6fd35d6_q.jpg,5468,https://farm6.staticflickr.com/5468/29966402514_bbd595e49c_o.jpg,https://farm6.staticflickr.com/5468/29966402514_f6b6fd35d6_n.jpg,https://farm6.staticflickr.com/5468/29966402514_f6b6fd35d6.jpg,https://farm6.staticflickr.com/5468/29966402514_f6b6fd35d6_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5468/29966402514_f6b6fd35d6_c.jpg,240,640,150
519,519.0,,sylwiadomanska,1,,https://farm6.staticflickr.com/5328/29966402634_bb412bd15a_m.jpg,61tEELBUUrqap.0,https://farm6.staticflickr.com/5328/29966402634_bb412bd15a_s.jpg,ready,20.932052,,37999136@N05,75,29966402634,100,https://farm6.staticflickr.com/5328/29966402634_bb412bd15a_t.jpg,#autumn,500065,2,0,0,2016-10-27 14:44:50,6,bb412bd15a,52.258502,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram clarendon,0,0,1,0,1477572290,256,1080,820,400,https://farm6.staticflickr.com/5328/29966402634_bb412bd15a_z.jpg,0,800,1024,500,320,1,1349,641,https://farm6.staticflickr.com/5328/29966402634_bb412bd15a_q.jpg,5328,https://farm6.staticflickr.com/5328/29966402634_aafb21a155_o.jpg,https://farm6.staticflickr.com/5328/29966402634_bb412bd15a_n.jpg,https://farm6.staticflickr.com/5328/29966402634_bb412bd15a.jpg,https://farm6.staticflickr.com/5328/29966402634_bb412bd15a_b.jpg,513,150,0,240,80,https://farm6.staticflickr.com/5328/29966402634_bb412bd15a_c.jpg,192,640,150
520,520.0,,joaotenorio,1,,https://farm6.staticflickr.com/5323/30561809936_8dd8e16335_m.jpg,RmYoC41VULvcCfI,https://farm6.staticflickr.com/5323/30561809936_8dd8e16335_s.jpg,ready,-47.518626,,79484320@N00,75,30561809936,75,https://farm6.staticflickr.com/5323/30561809936_8dd8e16335_t.jpg,Wall 2 + + + + + + #databending #datamosh #pixelsorting #glitch #glitchart,421580,0,0,0,2016-10-27 10:44:49,6,8dd8e16335,-14.132924,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477572289,320,480,,480,,0,,,360,240,1,360,,https://farm6.staticflickr.com/5323/30561809936_8dd8e16335_q.jpg,5323,https://farm6.staticflickr.com/5323/30561809936_50b5709302_o.jpg,https://farm6.staticflickr.com/5323/30561809936_8dd8e16335_n.jpg,https://farm6.staticflickr.com/5323/30561809936_8dd8e16335.jpg,,,150,0,180,100,,240,,150
521,521.0,"Escasos días después de recibir la decoración de &quot;Rosco&quot;, la 269.050, tira de éste largo Portacoches entre Venta de Baños y Muriedas, a su paso por la estación de Palencia.

Decir que la placa que recuerda los años pasados de ésta locomotora, solo es posible ver en un extremo, del que por suerte, dejó verse en éste caso;)",,1,,https://farm6.staticflickr.com/5571/29966400654_b476f37edf_m.jpg,OtdOeNFWVLNew.Q,https://farm6.staticflickr.com/5571/29966400654_b476f37edf_s.jpg,ready,-4.535583,,48792012@N05,75,29966400654,69,https://farm6.staticflickr.com/5571/29966400654_b476f37edf_t.jpg,De Estreno,769278,39,0,0,2016-10-26 17:25:03,6,b476f37edf,42.017361,16,0,,photo,75,,0,0,0,0,1477572449,320,,1024,500,https://farm6.staticflickr.com/5571/29966400654_b476f37edf_z.jpg,0,548,702,343,219,1,,800,https://farm6.staticflickr.com/5571/29966400654_b476f37edf_q.jpg,5571,,https://farm6.staticflickr.com/5571/29966400654_b476f37edf_n.jpg,https://farm6.staticflickr.com/5571/29966400654_b476f37edf.jpg,https://farm6.staticflickr.com/5571/29966400654_b476f37edf_b.jpg,640,150,0,165,100,https://farm6.staticflickr.com/5571/29966400654_b476f37edf_c.jpg,240,439,150
522,522.0,,headphonaught,1,1080,https://farm6.staticflickr.com/5595/30598493365_d46de8546b_m.jpg,b_uczS5TUrqRUcSZ3A,https://farm6.staticflickr.com/5595/30598493365_d46de8546b_s.jpg,ready,-4.253699,1080,82684581@N00,75,30598493365,100,https://farm6.staticflickr.com/5595/30598493365_d46de8546b_t.jpg,2016-10-27 Mandy with Lady P,20094271,0,0,0,2016-10-27 13:44:35,6,d46de8546b,55.859237,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram gingham,0,0,1,0,1477572275,320,1080,1024,500,https://farm6.staticflickr.com/5595/30598493365_d46de8546b_z.jpg,3,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5595/30598493365_d46de8546b_q.jpg,5595,https://farm6.staticflickr.com/5595/30598493365_2d27913b54_o.jpg,https://farm6.staticflickr.com/5595/30598493365_d46de8546b_n.jpg,https://farm6.staticflickr.com/5595/30598493365_d46de8546b.jpg,https://farm6.staticflickr.com/5595/30598493365_d46de8546b_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5595/30598493365_d46de8546b_c.jpg,240,640,150
523,523.0,,skyzmom24x7,1,,https://farm6.staticflickr.com/5811/30561806946_5c4bf49c99_m.jpg,mIvZpS9TVrO6Z6ha,https://farm6.staticflickr.com/5811/30561806946_5c4bf49c99_s.jpg,ready,-82.210300,,60988719@N00,75,30561806946,100,https://farm6.staticflickr.com/5811/30561806946_5c4bf49c99_t.jpg,upload,2491939,0,0,0,2016-10-27 08:44:28,6,5c4bf49c99,39.604700,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram clarendon,0,0,1,0,1477572268,320,480,,480,,0,,,480,320,1,480,,https://farm6.staticflickr.com/5811/30561806946_5c4bf49c99_q.jpg,5811,https://farm6.staticflickr.com/5811/30561806946_f0fb896664_o.jpg,https://farm6.staticflickr.com/5811/30561806946_5c4bf49c99_n.jpg,https://farm6.staticflickr.com/5811/30561806946_5c4bf49c99.jpg,,,150,0,240,100,,240,,150
524,524.0,,viktoriap,1,,https://farm6.staticflickr.com/5632/30481562062_5f479f04e7_m.jpg,35KsfLdTUrpztJecdw,https://farm6.staticflickr.com/5632/30481562062_5f479f04e7_s.jpg,ready,-0.203708,,130006443@N08,75,30481562062,67,https://farm6.staticflickr.com/5632/30481562062_5f479f04e7_t.jpg,Autumn: ON,20089540,8,0,0,2016-10-22 15:45:01,6,5f479f04e7,51.501844,16,0,,photo,75,,0,0,0,0,1477572267,320,5472,1024,500,https://farm6.staticflickr.com/5632/30481562062_5f479f04e7_z.jpg,0,534,683,333,213,1,3648,800,https://farm6.staticflickr.com/5632/30481562062_5f479f04e7_q.jpg,5632,https://farm6.staticflickr.com/5632/30481562062_2192312a7b_o.jpg,https://farm6.staticflickr.com/5632/30481562062_5f479f04e7_n.jpg,https://farm6.staticflickr.com/5632/30481562062_5f479f04e7.jpg,https://farm6.staticflickr.com/5632/30481562062_5f479f04e7_b.jpg,640,150,0,160,100,https://farm6.staticflickr.com/5632/30481562062_5f479f04e7_c.jpg,240,427,150
525,525.0,"This pose was inspired by PhotoAmateur1's work, so I felt I should give him some credit.",cyclist451,1,,https://farm6.staticflickr.com/5525/29964587083_04fe4281cf_m.jpg,KSDDL35TVrOm0.qg,https://farm6.staticflickr.com/5525/29964587083_04fe4281cf_s.jpg,ready,-112.058570,,31287748@N00,75,29964587083,67,https://farm6.staticflickr.com/5525/29964587083_04fe4281cf_t.jpg,Bite Me,2496616,28,0,0,2016-10-25 15:07:38,6,04fe4281cf,33.345413,16,0,,photo,75,laveenphotography photograph photography az arizona douglaslsmith gerrity kellie kelliegerrity park phoenix scorpiongulch southmountain southmountainparkpreserve cyclist451 model modeling photographer wwwlaveenphotographycom unitedstates us dobbins lookout,0,0,0,0,1477572506,320,,1024,500,https://farm6.staticflickr.com/5525/29964587083_04fe4281cf_z.jpg,0,534,683,333,213,1,,800,https://farm6.staticflickr.com/5525/29964587083_04fe4281cf_q.jpg,5525,,https://farm6.staticflickr.com/5525/29964587083_04fe4281cf_n.jpg,https://farm6.staticflickr.com/5525/29964587083_04fe4281cf.jpg,https://farm6.staticflickr.com/5525/29964587083_04fe4281cf_b.jpg,640,150,0,160,100,https://farm6.staticflickr.com/5525/29964587083_04fe4281cf_c.jpg,240,427,150
526,526.0,"Founded as Worcester Priory by Bishop Bosel in 680, though moved to the present site by St Oswald, Bishop of Worcester, in 983, the current <em>'Cathedral Church of Christ and the Blessed Mary the Virgin of Worcester'</em> was begun by St Wulfstan (Prior, later Bishop of Worcester from 1062) in 1084.  Only the crypt of Oswald's cathedral (then dedicated to St Peter) remains, but elements from the 12th and 13th Centuries are still apparent in the current building, not least the tomb of King John (d.1216) and the chapter house. Built in 1120, the latter is unique in England in being circular inside, though reinforcement in the 14th century made it octagonal outside.

This view from boathouse steps on the western (right) bank of the River Severn is dominated by the <em>&quot;exquisite&quot;</em> crossing tower, designed by John Clyve and completed in 1374.  It's England's earliest Perpendicular Gothic cathedral tower and apparently inspired Gloucester's.  Now 59.7 m tall and located halfway along the cathedral's 130m length, it was once capped by a wooden spire clad in lead, since removed.

Having incorporated every style of English architecture from Norman to Perpendicular Gothic, the cathedral (now Grade I Listed and a Scheduled Monument) was completed in 1504 &ndash; 'just in time' for the Dissolution of the Monasteries: the Benedictine monks left in 1540 and the complex might have been expected to be destroyed.  However, in 1502 Arthur, Prince of Wales (the future Henry VIII's elder brother) had been buried in the cathedral; one could speculate that his presence saved the building, which was instead re-established as a cathedral of secular clergy.

The Victorian era saw extensive renovation of England's cathedrals, but in Worcester's case the work by A.E. Perkins and Sir George Gilbert Scott between 1857 and 1874 seems to have been fairly sympathetic restoration; the exterior was largely refaced, for example, but retaining the original medieval details.

Between 1999 and 2007, Sir Edward Elgar was commemorated on the reverse of the Bank of England £20 note, with almost exactly this view of the cathedral's west fa&ccedil;ade in the background.",ministry,1,1400,https://farm6.staticflickr.com/5776/30481557872_30036ba239_m.jpg,piqpRUlVU7vaFg,https://farm6.staticflickr.com/5776/30481557872_30036ba239_s.jpg,ready,-2.224301,2100,80832649@N00,75,30481557872,100,https://farm6.staticflickr.com/5776/30481557872_30036ba239_t.jpg,"View of the west face of Worcester Cathedral, Worcestershire, UK",41117,4,0,0,2014-05-05 13:47:38,6,30036ba239,52.189832,16,0,,photo,75,worcester cathedral worcestershire uk river severn west window rnbsevern swan tree tower nave monochrome,0,0,0,0,1477572257,213,1400,683,333,https://farm6.staticflickr.com/5776/30481557872_30036ba239_z.jpg,0,800,1024,500,320,1,2100,534,https://farm6.staticflickr.com/5776/30481557872_30036ba239_q.jpg,5776,https://farm6.staticflickr.com/5776/30481557872_4d30cc6980_o.jpg,https://farm6.staticflickr.com/5776/30481557872_30036ba239_n.jpg,https://farm6.staticflickr.com/5776/30481557872_30036ba239.jpg,https://farm6.staticflickr.com/5776/30481557872_30036ba239_b.jpg,427,150,0,240,67,https://farm6.staticflickr.com/5776/30481557872_30036ba239_c.jpg,160,640,150
527,527.0,,quasidogo,1,1536,https://farm6.staticflickr.com/5709/30561803506_6694c36bda_m.jpg,p8dVoG5TVr2XTuYy,https://farm6.staticflickr.com/5709/30561803506_6694c36bda_s.jpg,ready,-112.304975,1919,61182006@N03,75,30561803506,100,https://farm6.staticflickr.com/5709/30561803506_6694c36bda_t.jpg,IMG_4499,2476448,0,0,0,2016-10-27 05:44:10,6,6694c36bda,34.608250,16,0,,photo,75,,0,0,1,0,1477572254,256,1536,820,400,https://farm6.staticflickr.com/5709/30561803506_6694c36bda_z.jpg,0,800,1024,500,320,1,1919,641,https://farm6.staticflickr.com/5709/30561803506_6694c36bda_q.jpg,5709,https://farm6.staticflickr.com/5709/30561803506_07b64efff5_o.jpg,https://farm6.staticflickr.com/5709/30561803506_6694c36bda_n.jpg,https://farm6.staticflickr.com/5709/30561803506_6694c36bda.jpg,https://farm6.staticflickr.com/5709/30561803506_6694c36bda_b.jpg,513,150,0,240,80,https://farm6.staticflickr.com/5709/30561803506_6694c36bda_c.jpg,192,640,150
